SMILES,Min_PE
COc1ccc2n(c(C)c(CC(O)=O)c2c1)C(=O)c3ccc(Cl)cc3,-4184.13666
CN1CCC[C@H]1c2cccnc2,-1789.37106
[Na+].Oc1ccccc1C([O-])=O,-1815.00123
OCC1OC(CC1O)N2C=C(I)C(=O)NC2=O,-3327.07661
NC(Nc1ccc(Cl)cc1)=NC(N)=NCCCCCCN=C(N)N=C(N)Nc2ccc(Cl)cc2,-5503.08176
CN(C)c1ccc(cc1)N=Nc2cccc(C)c2,-2628.9189
CC(C)O[P](F)(=O)OC(C)C,-2457.56818
CC1=CC(=O)NC(=S)N1,-1540.14371
NCCCC(O)=O,-1390.37034
C[C@@]12[C@H]3CC[C@H](O3)[C@]1(C)C(=O)OC2=O,-2571.67219
COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,-3742.56567
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,-6750.88796
CCO[P](=S)(OCC)Oc1ccc2C(=C(Cl)C(=O)Oc2c1)C,-4034.34802
OCC(O)CO,-1362.63284
NC(CC(O)=O)C(O)=O,-1954.30036
N[C@@H](CCC(N)=O)C(O)=O,-2008.65579
NC(CCC(O)=O)C(O)=O,-2104.25576
NCCCCC(N)C(O)=O,-1889.81528
N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O,-2807.32353
OCC(O)CO[P](O)(O)=O,-2440.97389
C=CCN=C=S,-920.53439
CCCCCCCCCCCCCCCCCC(O)=O,-3290.11784
CN(C)N,-725.42605
O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,-2967.3962
CCOC(=O)C1(CCN(C)CC1)c2ccccc2,-2902.79397
OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,-2671.1237
OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,-5019.97547
CC(O)CO,-1067.45043
O=C1CCO1,-1012.27604
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C,-3370.71341
NC(N)=N[S](=O)(=O)c1ccc(N)cc1,-2507.47679
ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-3444.69915
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,-4021.84499
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-4235.11574
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@H]2O,-3126.60579
CN=C1CN(O)C(=C2C=C(Cl)C=CC2=N1)c3ccccc3,-3271.7355
CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,-3782.51053
[H+].[Cl-].Cc1ncc(CO)c(CO)c1O,
OCC1OC(C(O)C1O)n2cnc3C(=O)N=CNc23,-3610.5785
OC1COC(O)C(O)C1O,-2225.90167
OCC1OC(O)C(O)C(O)C1O,-2671.37813
CCN(CC)C(=O)c1cccnc1,-2085.13484
O=C1Nc2ccccc2C=C1,-1681.50789
Nc1ccc(cc1)[S](=O)(=O)Nc2cnc3ccccc3n2,-3393.26409
[Cl-].Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,-3187.62536
Cc1ccccc1OCC(O)CO,-2303.12389
Cc1cc(O)ccc1Cl,-1516.7743
CSCCC(N)C(O)=O,-1716.92758
OCC(S)CS,-1125.55306
OCC1OC(O[P](O)(O)=O)C(O)C(O)C1O,-3749.61596
O=NN1CCOCC1,-1560.43517
NC(Cc1ccc(O)c(O)c1)C(O)=O,-2621.78034
OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,-4180.60777
Nc1ccc(cc1)N=Nc2ccccc2,-2179.39215
NC(Cc1ccc(O)cc1)C(O)=O,-2326.54174
OCCS,-798.90724
NCCCCCC(O)=O,-1690.34416
CNN,-575.60512
CC(N)=O,-795.38681
CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O,-5762.01106
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,-3475.92195
COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1,-3501.8448
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(O)=O)C(O)C3O,-4589.51185
Cc1cccc(Nc2ccccc2C(O)=O)c1C,-2822.35049
[Cl-].CN(C)c1ccc2nc3ccc(cc3[s+]c2c1)N(C)C,-3205.98748
Nc1[nH]ncn1,-1043.48069
CC(C)CC(N)C(O)=O,-1690.35908
[Cl-].COC(C[Hg+])CNC(N)=O,-2016.36699
CC(C)(N)C(O)=O,-1390.50007
C/C=C(/C)C(=O)O[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@]5(O)C[C@H](O)[C@@]6(O)[C@@H](CN7C[C@@H](C)CC[C@H]7[C@@]6(C)O)[C@]5(O)C[C@]24O[C@]13O,-7438.57227
CO[P](=O)(OC)OC=C(Cl)Cl,-2478.51815
[Na+].[O-]C(=O)CF,-1335.81416
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,-5019.98327
COC(=O)C1=CCCN(C)C1,-1934.82275
NC(Cc1ccccc1)C(O)=O,-2031.12539
CNC(=O)Oc1cccc(c1)C(C)C,-2330.90917
[Na+].[Na+].[Na+].[Na+].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,
CCO,-622.19709
OC=O,-740.66993
CC(O)=O,-890.97461
C[NH+]1CC[C@@]23C4Oc5c(O)ccc(C[C@H]1[C@H]2C=C[C@H]4O)c35.C[NH+]6CC[C@@]78C9Oc%10c(O)ccc(C[C@H]6[C@H]7C=C[C@H]9O)c8%10.[O-][S]([O-])(=O)=O,
CCC(C)C(C)(COC(N)=O)COC(N)=O,-3053.67507
COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(C)=O,-4995.77419
[H+].[Cl-].Cc1ncc(CO)c(C=O)c1O,
CSCCC(NC(C)=O)C(O)=O,-2285.48246
N[C@@H](Cc1cc(I)c(O)c(I)c1)C(O)=O,-2745.94535
c1cnc2c(c1)ccc3cccnc23,-1953.34098
Cc1ncc(CO)c(C=O)c1O,-2175.93447
[O-][N+](=O)c1oc(cc1)/C=N/N2CC(=O)NC2=O,-3280.15312
CC(=O)N/N=C/c1oc(cc1)[N+]([O-])=O,-2689.56764
CO,-472.05414
CC(C)O,-772.26769
CC(C)=O,-745.18952
C[S](C)=O,-798.35175
CN1C(=O)[C@]23CC4=CC=C[C@H](O)[C@H]4N2C(=O)[C@@]1(CO)SS3,-3692.73203
OC(=O)CS,-1067.62336
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,-3397.71102
Nc1ccc(cc1)[S](=O)(=O)Nc2ncccn2,-2875.31526
O=C1N=CNc2nc[nH]c12,-1707.48935
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(O)=O,-4138.31789
OCC(O)C(O)C(O)C(O)CO,-2698.53387
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,-5020.06461
O=C1NC(=O)C2=C(N1)NC(=O)N2,-2299.75942
Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl,-3869.94851
[O-][N+](=O)c1ccc(F)c(c1)[N+]([O-])=O,-2790.35448
NC(CC(N)=O)C(O)=O,-1858.69858
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,-7198.53846
NC(Cc1[nH]cnc1)C(O)=O,-2007.85218
CCCO,-772.15745
NC1=CC=NC(=O)N1,-1412.91439
C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]3[C@@H](O)C[C@@H](O[C@@H]3C)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4,-9740.61088
[Na+].CC(O)C([O-])=O,-1327.28645
CC(O)C(N)C(O)=O,-1685.66308
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,-3476.31396
COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,-3558.50375
Oc1ccc2C(=O)c3ccccc3C(=O)c2c1O,-3008.37373
CCc1ccc(cc1)C(C(Cl)Cl)c2ccc(CC)cc2,-3015.35987
NC(Cc1c[nH]c2ccccc12)C(O)=O,-2476.28576
Nc1ncnc2nc[nH]c12,-1611.75222
CC[C@H](C)[C@H](N)C(O)=O,-1690.28206
N[S](=O)(=O)c1cc2c(NC(Cc3ccccc3)N[S]2(=O)=O)cc1C(F)(F)F,-5522.35874
CCC1NC(=O)c2cc(c(Cl)cc2N1)[S](N)(=O)=O,-3279.32956
NC(CCCN=C(N)N)C(O)=O,-2262.091
C,-177.04322
CC,-326.96606
C=C,-298.91781
C#C,-270.90299
CN,-376.47589
C#N,-321.71607
CCC,-476.93152
CC#C,-421.14231
ClC=C,-552.45631
CCN,-526.57345
CC#N,-471.97794
NC=O,-645.09368
ON=C,-643.30531
CSC,-503.53214
C1CO1,-593.52068
BrC(Br)Br,-803.39601
CC(C)Br,-685.98028
ClC(Cl)Br,-892.25084
CC(C)I,-686.88886
CC(C)N,-676.49173
IC(I)I,-806.08056
CC1CN1,-648.14012
C[As](C)(O)=O,-1058.38013
CC(C)(C)N,-826.62386
CC(C)(C)O,-922.42773
CC(F)(F)Cl,-1485.30103
FC(F)(F)F,-1986.52395
C[S](O)(=O)=O,-1239.98291
CC(C)(O)C#N,-1067.2163
FC(F)(F)CCl,-1937.51999
OCC(F)(F)F,-1979.32946
[O-]C(=O)C(Br)(Br)Br,-1501.1165
CC(=O)C(C)(C)C,-1195.05231
CC(C)(C)C(O)=O,-1340.87505
CC(Cl)(Cl)C(O)=O,-1547.67011
CC(O)C(Cl)(Cl)Cl,-1532.45386
OC(=O)C(Cl)(Cl)Cl,-1650.58239
OC(=O)C(F)(F)Cl,-2048.55693
OC(=O)C(F)(F)F,-2247.54991
FC(F)(Cl)C(Cl)(Cl)Cl,-2245.01034
FC(Cl)(Cl)C(F)(Cl)Cl,-2244.9331
FC(F)(F)C(F)(F)Cl,-2841.88581
FC(F)(F)C(F)(F)F,-3040.79987
CC1(C)C2CCC1(C)C(=O)C2,-1740.15841
OC1(C(=O)NC(=O)NC1=O)C2(O)C(=O)NC(=O)NC2=O,-4172.47657
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,-5604.70787
CC(C)(CO)[N+]([O-])=O,-1682.64613
CC(Cl)C(Cl)(Cl)C(O)O,-1978.40935
ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-3163.40229
COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,-3565.2772
CCOc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,-3715.35625
Cc1cc(ccc1N)C(O)(c2ccc(N)cc2)c3ccc(N)cc3,-3594.13446
OC(c1ccccc1)(c2ccccc2)c3ccccc3,-2844.12687
CC1(C(=O)NC(=O)NC1=O)c2ccccc2,-2745.49962
Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4,-3825.99592
CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,-2826.81856
N[S](=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,-3865.41226
CC(CO)(CO)[N+]([O-])=O,-1977.75313
CCC(C)(O)CC,-1222.22727
CCC(C)(O)C#C,-1166.28197
CCO[P](=O)(C#N)N(C)C,-1902.42244
NC(CO)(CO)CO,-1712.19849
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,-5280.5996
OC(=O)CC(O)(CC(O)=O)C(O)=O,-2913.7721
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,-3812.61722
CCC(CO)(CO)CO,-1812.4141
[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,-4995.06804
CCC(C)(CC)OC(N)=O,-1840.54174
Cc1ccc(O[P](=O)(Oc2ccc(C)cc2)Oc3ccc(C)cc3)cc1,-4222.63961
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,-3353.53859
CCCCO[P](=O)(CCCC)OCCCC,-2903.31457
CCCCOCCO[P](=O)(OCCOCCCC)OCCOCCCC,-4983.54472
CO[P](=S)(OC)SCc1nc(N)nc(N)n1,-2952.21348
CC1=CC(=O)CC(C)(C)C1,-1590.40889
CC(C)(N=NC(C)(C)C#N)C#N,-1887.58585
CC(C)=CCCC(C)(O)C=C,-1766.66201
BrCC(Br)Br,-953.57366
CC(Br)CBr,-894.81073
CCC(C)C,-776.8718
CC(=C)C=C,-721.30377
CC(C)CN,-826.40565
CC(C)C=O,-894.74602
CC(=C)C=O,-866.92841
CCC(C)Cl,-880.60529
CC(Cl)CCl,-983.96812
ClCC(Cl)=C,-956.07619
CC(=O)CCl,-998.50298
CC(O)CN,-971.84491
CCC(Cl)Cl,-983.86656
OC(=O)CBr,-1099.64599
OC(=O)C=C,-1012.91883
CNC(C)=O,-945.1163
NNC(N)=S,-924.85833
CC(=O)OO,-1183.23138
BrC(Br)C(Br)Br,-1162.34947
OC(=O)C(Cl)Cl,-1397.38737
CC(C)[N+]([O-])=O,-1237.45516
CC(C)(CO)C(O)C(=O)NCCC(O)=O,-2999.43559
CC1(C)OC(=O)C[C@@H]1C([O-])=O,-2161.39611
CC1(C)C2CCC(C2)C1=C,-1444.21745
CC(C)(OO)c1ccccc1,-1855.5499
CC(C)c1sc(N[S](=O)(=O)c2ccc(N)cc2)nn1,-3228.70093
CC(C)(OOC(C)(C)c1ccccc1)c2ccccc2,-3095.99366
CCC(C)(C)c1ccc(O)cc1,-1862.8921
CC(C)(O)C1CCC(C)(O)CC1,-2090.53727
CC1=CCC2CC1C2(C)C,-1443.89023
CC(O)C(N)C(O)=O,-1685.60468
CC(=O)C1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@]12C,-3871.75342
CN1C(c2ccc(Cl)cc2)[S](=O)(=O)CCC1=O,-3028.88659
CC(C)(CO)[C@@H](O)C(=O)NCCCO,-2730.70323
CC(=O)c1c(C)c(c(c(c1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,-3806.19428
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,-4967.1276
Oc1cc(O)c2C(=O)c3ccccc3C(=O)c2c1O,-3303.95351
CC(=O)CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O,-3730.35502
CC(=O)CC(c1ccc(Cl)cc1)C2=C(O)Oc3ccccc3C2=O,-3983.79959
Oc1ccc(cc1)C(c2ccc(O)cc2)c3ccccc3C(O)=O,-3853.54839
COc1c2occc2c(OC)c3C(=O)C=C(C)Oc13,-3355.98869
Cc1ccc2C(=O)c3ccccc3C(=O)c2c1N,-2767.60921
O[S](=O)(=O)c1cccc2C(=O)c3cccc(c3C(=O)c12)[S](O)(=O)=O,-4542.76355
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-3689.4608
CN1CCN(CC1)C(c2ccccc2)c3ccccc3,-2879.3087
CN1N(c2ccccc2)C(=O)C(=C1C)N,-2379.33628
CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,-2794.35544
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14,-4584.27324
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,-4671.88923
CN1C=CC(=O)c2ccccc12,-1830.82532
Oc1cccc2c(O)cccc12,-1926.62595
COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(C)=C,-4892.34764
O[P](O)(=O)O[C@H]1[C@H](O[P](O)(O)=O)[C@@H](O[P](O)(O)=O)[C@H](O[P](O)(O)=O)[C@@H](O[P](O)(O)=O)[C@H]1O[P](O)(O)=O,-9142.35363
Cc1cc2N=C3C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)CO)c2cc1C,-4875.33776
c1ccc(cc1)c2ccccc2c3ccccc3,-2399.14994
COc1ccc2nccc(C(=O)C3CC4CCN3CC4C=C)c2c1,-3715.24429
Oc1ccc2C(=O)c3cc(O)ccc3C(=O)c2c1,-3008.36567
O=C(OC1CCCCC1)c2ccccc2C(=O)OC3CCCCC3,-3989.95405
O=C(Oc1ccccc1)c2ccccc2C(=O)Oc3ccccc3,-3825.59833
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-4044.03977
CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,-5243.5241
COc1c2C=CC(=O)Oc2cc3OC(C)(C)C=Cc13,-3211.96883
CN1C(=O)N(C)c2nc(Cl)[nH]c2C1=O,-2556.63517
OC(=O)c1ccccc1C(=O)c2ccc(Cl)cc2,-2993.66517
OC(=O)c1ccccc1C(=O)c2ccc(O)cc2,-3035.59101
Cc1cccc(NC(=O)c2ccccc2C(O)=O)c1,-3090.43214
Nc1ccc(c2cc(ccc12)[S](O)(=O)=O)[S](O)(=O)=O,-3661.75737
Nc1ccc(c2ccc(cc12)[S](O)(=O)=O)[S](O)(=O)=O,-3661.85435
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,-3997.63471
N#CC(c1ccccc1)c2ccccc2,-2053.12231
CO[P](=S)(OC)SCN1N=Nc2ccccc2C1=O,-3364.96068
OC(=O)c1cccc2cccnc12,-2099.29885
COc1cc(C=O)cc(OC)c1OC,-2569.87473
CC(C)CCOC(=O)c1ccccc1O,-2576.62752
OCCOC(=O)c1ccccc1O,-2421.64672
CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C([O-])=O,-3030.69687
Clc1ncnc2nc[nH]c12,-1665.15615
CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,-2947.16678
Cc1cccc(C)c1N,-1317.50425
Cc1cccc(Cl)c1O,-1516.58724
Oc1cccc(O)c1O,-1703.65959
OC(C(O)C(O)=O)C(O)=O,-2345.02574
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,-2070.71894
ClN1C(=O)N(Cl)C(=O)N(Cl)C1=O,-2610.75036
OCC(O)C(O)C(O)CO,-2253.24174
Cc1cc(O)cc(C)c1Cl,-1666.97709
Oc1c(Cl)cc(Cl)cc1Cl,-1873.41468
CC(=O)c1sccc1,-1289.71425
CC(C)(C)c1ccccc1O,-1712.92736
Oc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O,-3380.45828
OC(=O)c1ccccc1Br,-1740.30144
CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,-3233.61324
Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-3393.90411
NC(=O)c1ccccc1C(N)=O,-2054.13663
OC(=O)c1ccccc1C(O)=O,-2245.21204
COc1ccc(OC)c(c1)[N+]([O-])=O,-2467.65669
OC(=O)Cc1ccccc1C(O)=O,-2395.46546
Nc1ccc(Cl)cc1[N+]([O-])=O,-2031.59704
Oc1ccc(Cl)cc1[N+]([O-])=O,-2127.00521
OCC(O)C(O)C1OC(=O)C(O)C1O,-3089.20651
CC(C)c1cc(Cl)c(C)cc1O,-1966.76378
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,-1794.86966
CC(C)C1CCC(C)CC1=O,-1767.60617
OC(=O)c1ccc(O)cc1O,-2122.38019
COc1ccccc1N,-1462.35169
Brc1cccc2ccccc12,-1544.7225
C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1,-2565.91966
COC(=CC(O)=O)C(=O)C(C)=C,-2297.99065
OCC1OC(=O)C(O)C(O)C1O,-2643.99615
CN(C)c1ccc(cc1)C(=O)c2ccc(cc2)N(C)C,-3025.09719
N#Cc1ccccc1C#N,-1407.4009
C1CCC2CCCCC2C1,-1472.55312
c1ccc2nccnc2c1,-1435.12124
Nc1ccc2ccccc2c1,-1535.77816
Nc1nc(N)nc(n1)c2ccccc2,-2157.8601
CN(C)CCN(Cc1sccc1)c2ccccn2,-2710.44158
Oc1ccc(cc1O)c2ccccc2,-2199.1622
c1ccc(cc1)c2cccc(c2)c3ccccc3,-2399.20552
[Cl-].CN(C)c1ccc2nc3cc(C)c(N)cc3[s+]c2c1,-3059.14935
Oc1cc2ccccc2cc1O,-1926.60109
CCN(CCO)c1ccccc1,-1912.04484
Nc1ccc2cc3ccc(N)cc3nc2c1,-2303.56389
CC(=O)c1ccc(cc1)c2ccccc2,-2176.56567
[O-][N+](=O)c1ccc(cc1)c2ccccc2,-2368.85291
COc1ccc(OC)c(C=O)c1,-2125.28186
CC(=O)c1ccc2ccccc2c1,-1903.99379
OC(=O)c1ccc2ccccc2n1,-2099.18101
COc1ccccc1OCC(O)CO,-2597.8282
COc1ccc(CC=C)cc1OC,-2129.43325
Cc1ccc2ccc(C)nc2c1,-1685.85683
ClCC(=O)N(CC=C)CC=C,-1892.34212
OC(=O)CCCOc1cc(Cl)c(Cl)cc1Cl,-3036.86622
CC(=O)CC(=O)c1ccccc1,-1953.76423
O=C(OC(=O)c1ccccc1)c2ccccc2,-2739.9778
CC(C)OC(=O)COc1ccc(Cl)cc1Cl,-2932.89939
CC(C)COC(=O)c1ccc(N)cc1,-2331.0955
CCOc1ccc(cc1)C(=O)OCCN(CC)CC,-3225.19339
CCCCOC(=O)c1ccc(N)cc1,-2331.03696
[I-].CN1C=CC=C\C1=C/[NH+]=O,-1868.10774
CCCCOC(=O)COc1ccc(Cl)cc1Cl,-3082.67269
Cc1cc(Cl)ccc1OCCCC(O)=O,-2680.19231
Clc1ccc(OCCOC(=O)c2ccccc2)c(Cl)c1,-3423.61119
CCCC(O)C(CC)CO,-1817.22529
CCN(CC)C(=S)SCC(Cl)=C,-1978.02012
CCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CC,-4443.22253
C\C(NO)=C(/C)N=O,-1559.37066
Cc1ccc(N)cc1C,-1317.77666
Cc1ccc(Cl)c(Cl)c1,-1474.77052
Oc1ccc(Cl)c(Cl)c1,-1619.8738
CCOC(=O)C(=O)OCC,-2053.47507
ClCC(Br)CBr,-1148.15011
OCC(Br)CBr,-1189.80813
ClCC(Cl)CCl,-1237.32974
CCC(N)CO,-1121.7933
OCC(O)CCl,-1320.92811
CC\C(C)=N\O,-1093.51666
COC(=O)CCl,-1293.66603
CC1CCCO1,-1044.77969
O=C1CCCO1,-1163.22146
O=C1OCCO1,-1308.26675
CC(O[P](C)(F)=O)C(C)(C)C,-2311.70408
CC(C)(C)c1ccc(O)c(c1)C(C)(C)C,-2312.8678
CC(C)N(CCO)C(C)C,-1721.068
CC(C)[C@H](NC(C)=O)C(O)=O,-2108.96132
CN1CCCCC1C(=O)Nc2c(C)cccc2C,-2807.73963
COc1ccc(N)c(c1)[N+]([O-])=O,-2222.94499
Oc1c(Cl)cc(Cl)cc1Sc2cc(Cl)cc(Cl)c2O,-3389.84708
Cc1ccccc1N=Nc2ccc(N)c(C)c2,-2479.76064
NC(=O)NC1NC(=O)NC1=O,-2204.35473
CCCC(C)C(O)=O,-1490.78353
CCOC(=O)C(C)O,-1635.7691
OC(=O)CC(=C)C(O)=O,-1876.84252
CC(C)COC(=O)C(C)C,-1790.4121
CCC(CC)CO,-1221.90696
OCC1CCCO1,-1339.98521
OCc1occc1,-1284.7378
Nc1cccc(c1)C(F)(F)F,-2524.74969
