SMILES,Min_PE
ClC=C(Cl)Cl,-1059.1631
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,-2091.42143
BrCC=C,-657.91838
ClC(Cl)=C(Cl)Cl,-1312.44227
Cl\C=C/Cl,-805.83886
Cl\C=C\Cl,-805.85092
Cl\C=C\Cl,-805.8512
BrC=C,-507.91556
BrCCC=C,-807.95767
Br\C=C\Br,-716.83191
CCCC#C,-721.03141
CCOCC,-921.77471
CCOC(C)OCC,-1516.85366
CC(C)OC(C)C,-1221.91933
CC(C)OCCO,-1367.06851
COCCO,-1066.86792
COCOC,-1066.21665
CCOC=C,-894.00847
C1CCOC1,-894.65687
COCCOC,-1216.39079
CCOCCO,-1216.94935
C1OCOCO1,-1334.93857
CCCOCCC,-1221.67501
ClCCOCCCl,-1428.66754
CCCCOCCO,-1516.86991
CCOCCOCCO,-1811.64696
COCCOCCOC,-1811.23492
CCCCCCOCCO,-1816.80417
CCOCCOCCOCC,-2111.24658
CCCCOCCOCCCC,-2116.33602
CCCCOCCOCCOCCCC,-2711.0965
COC,-621.63799
CC1OC(C)OC(C)O1,-1785.44851
C1COCCO1,-1189.4789
C1CCOCC1,-1044.70861
CCCCOCCCC,-1521.58731
CCOCOCC,-1366.6509
CCOCCOCC,-1516.53921
C1COCO1,-1039.69636
COC(C)(C)C,-1071.87847
FC(F)OC(F)(F)C(F)Cl,-3286.95945
FC(F)OC(Cl)C(F)(F)F,-3287.04714
CCN(CC)N=O,-1292.74543
O=NN1CCOCC1,-1560.49736
CN(C)N=O,-992.79557
O=NN(c1ccccc1)c2ccccc2,-2274.19608
Oc1ccc2ccccc2c1N=O,-2097.31631
Oc1c(ccc2ccccc12)N=O,-2097.31133
CC(C)N(N=O)C(C)C,-1592.77932
CCCN(CCC)N=O,-1592.76981
CCCCN(CCCC)N=O,-1892.57047
CCCCN(CC)N=O,-1592.71547
CCCCN(C)N=O,-1442.74285
CCN(C)N=O,-1142.7296
ClCCN(CCCl)[P]1(=O)NCCCO1,-2737.01101
Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-3175.65306
CO[P](=O)(OC)C(O)C(Cl)(Cl)Cl,-2758.78365
CO[P](=S)(OC)Oc1ccc(SC)c(C)c1,-2848.60323
CCO[P](=S)(OCC)Oc1ccc(cc1)[N+]([O-])=O,-3432.388
ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-3444.75628
CNC(=O)CS[P](=S)(OC)OC,-2379.97008
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,-3475.82596
CC(=O)O[Hg]c1ccccc1,-1709.81676
CO[P](=O)(OC)OC=C(Cl)Cl,-2478.51335
CNC(=O)Oc1cccc2ccccc12,-2399.10168
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,-3476.30228
COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,-3558.50475
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-2922.27865
Clc1ccc(cc1)C(=C(Cl)Cl)c2ccc(Cl)cc2,-2894.636
ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-3163.40194
CCCCS[P](=O)(SCCCC)SCCCC,-2842.73755
CC(=O)CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O,-3730.32951
CO[P](=S)(OC)SCN1N=Nc2ccccc2C1=O,-3364.93848
CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,-3233.86641
CC(Oc1ccc(Cl)cc1C)C(O)=O,-2530.0235
CC(Oc1cc(Cl)c(Cl)cc1Cl)C(O)=O,-2886.83575
OC(=O)COc1cc(Cl)c(Cl)cc1Cl,-2736.71346
OC(=O)COc1ccc(Cl)cc1Cl,-2483.27767
OC(=O)CCCOc1ccc(Cl)cc1Cl,-2783.48844
CC(O[P](C)(F)=O)C(C)(C)C,-2311.60865
CCO[P](=S)(OCC)Oc1ccc(Cl)cc1Cl,-3179.02857
Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,-2717.54629
CC(C)OC(=O)Nc1cccc(Cl)c1,-2434.77899
CN(C)C(=O)Nc1ccccc1,-1935.31372
CC(CCl)OC(C)CCl,-1728.7619
CNC(=O)Oc1ccccc1OC(C)C,-2625.83467
OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-3470.93293
CCO[P](=S)(OCC)Oc1ccc(cc1)[S](C)=O,-3293.50768
CNC(=O)O\N=C\C(C)(C)SC,-2187.93889
CC(Oc1ccc(Cl)cc1Cl)C(O)=O,-2633.38806
CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC,-3788.87863
CO[P](=S)(OC)Oc1ccc(c(C)c1)[N+]([O-])=O,-3282.27234
CCNc1nc(Cl)nc(NCC)n1,-2220.07981
CC(C)OC(=O)Nc1ccccc1,-2181.21222
ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,-2967.78556
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-2520.20443
CO[P](=O)(OC)OC(/C)=C/C(=O)N(C)C,-3039.74397
CN(C)C(=O)Nc1ccc(Cl)cc1,-2188.87024
CO[P](=S)(OC)Oc1ccc(cc1)[N+]([O-])=O,-3132.26157
CCO[P](=S)(OCC)SCSCC,-2388.70641
CCO[P](=S)(OCC)SCCSCC,-2538.73178
CO[P](=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-3132.23655
CO[P](=S)(NC(C)C)Oc1ccc(Cl)cc1Cl,-3083.04816
CN[P](=O)(OC)Oc1ccc(cc1Cl)C(C)(C)C,-3248.04154
CO[P](=O)(OC)OC(Br)C(Cl)(Cl)Br,-2924.13952
ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,-3181.70435
CCO[P](=O)(OCC)Oc1ccc(cc1)[N+]([O-])=O,-3550.99644
CCC(C)N1C(=O)NC(=C(Br)C1=O)C,-2467.78684
CCO[P](=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,-3136.57413
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-2442.34924
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-2736.33778
CCO[P](=S)(OCC)Oc1cc(C)nc(n1)C(C)C,-3371.83674
CCO[P](=O)(OCC)OC(=C\Cl)/c1ccc(Cl)cc1Cl,-3823.51434
C1CC[C@H](NC1)c2cccnc2,-1789.66991
CO[P](=S)(OC)Oc1ccc(c(Cl)c1)[N+]([O-])=O,-3385.65914
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-2892.26627
CN=C=S,-648.45269
CCO[P](=S)(OCC)SCS[P](=S)(OCC)OCC,-3647.22583
CCCCOC(N)=O,-1540.44413
COC(N)=O,-1090.44081
CCCOC(N)=O,-1390.46322
CCC(=O)Nc1ccc(Cl)c(Cl)c1,-2242.88679
CO[P](=S)(OC)SCN1C(=O)c2ccccc2C1=O,-3411.56342
CCCN(CCC)C(=O)SCC,-2021.40594
CCO[P](=S)(OCC)SCSc1ccc(Cl)cc1,-3133.1494
CCNc1nc(NC(C)C)nc(SC)n1,-2443.56465
CCNc1nc(NC(C)(C)C)nc(SC)n1,-2593.62714
COC1=NN(CS[P](=S)(OC)OC)C(=O)S1,-3146.10275
CO[P](=S)(OC)SCSc1ccc(Cl)cc1,-2832.88481
ClC1=C(Cl)C2(Cl)[C@H]3CO[S](=O)OC[C@H]3[C@]1(Cl)C2(Cl)Cl,-3849.93154
CO[P](=O)(OC)OC(=C/Cl)/c1cc(Cl)c(Cl)cc1Cl,-3776.62346
[Cl-].C[N+](C)(C)CCCl,-1504.37931
CCNc1nc(NCC)nc(SC)n1,-2293.61633
ClC1C2OC2C3C1C4(Cl)C(=C(Cl)C3(Cl)C4(Cl)Cl)Cl,-3457.66597
CNC(=O)Oc1cccc(C)c1,-2031.01319
CNC(=O)Oc1cccc2CC(C)(C)Oc12,-2748.86822
CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,-4944.41218
COc1nc(NC(C)C)nc(NC(C)C)n1,-2711.80597
CNC(=O)O\N=C\C(C)(C)[S](C)(=O)=O,-2778.26835
NC1=C(Cl)C(=O)N(N=C1)c2ccccc2,-2456.12333
CON(C)C(=O)Nc1ccc(Cl)cc1,-2482.75609
[O-][N+](=O)c1ccc(Oc2ccc(Cl)cc2Cl)cc1,-3170.8178
[O-][N+](=O)c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,-3424.22179
COC(=O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)C(=O)OC,-3558.11378
Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl,-2421.1257
CCNc1nc(Cl)nc(NC(C)C)n1,-2370.13404
CCNc1nc(Cl)nc(n1)N(CC)CC,-2519.79923
COc1c(Cl)ccc(Cl)c1C(O)=O,-2483.26975
CC(C)N(C(=O)CCl)c1ccccc1,-2288.80117
CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2530.26426
CCO[P](=S)(Oc1ccc(cc1)[N+]([O-])=O)c2ccccc2,-3627.32964
CO[P](=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,-3087.73454
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-3442.54554
CCSC(=O)N1CCCCCC1,-1994.05702
CCCC(C)C(=O)Nc1ccc(C)c(Cl)c1,-2589.49974
CCO[P](=S)(OCC)SCN1C(=O)Oc2cc(Cl)ccc12,-3842.11163
CC(C)(C)c1ccc(OC2CCCCC2O[S](=O)OCC#C)cc1,-4041.33763
CNC(=O)Oc1ccc(C)c(C)c1,-2181.11309
CO[P](=S)(OC)Oc1ccc(cc1Cl)[N+]([O-])=O,-3385.63902
CNC(=O)Oc1cc(C)cc(c1)C(C)C,-2481.06631
CNC(=O)Oc1ccccc1C(C)C,-2330.88261
CO[P](=S)(OC)Oc1ccc(cc1)C#N,-2666.62259
CCO[P](=S)(OCC)SCN1N=Nc2ccccc2C1=O,-3665.14221
CNC(=O)Oc1cc(C)cc(C)c1,-2181.17992
CCO[P](=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,-3482.14875
CON(C)C(=O)Nc1ccc(Br)cc1,-2438.27369
COC(=O)N[S](=O)(=O)c1ccc(N)cc1,-2848.65221
CO[P](=S)(OC)Oc1ccc(Sc2ccc(O[P](=S)(OC)OC)cc2)cc1,-4893.13107
CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,-2582.87451
CCC(C)c1ccccc1OC(=O)NC,-2480.79203
CO[P]1(=S)OCc2ccccc2O1,-2344.91089
CCO[P](=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,-3387.76292
CO[P](=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,-3181.89866
CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C,-2512.30822
CC(C)Nc1nc(N)nc(Cl)n1,-2070.34867
CSc1nc(NC(C)C)nc(NC(C)C)n1,-2593.53741
CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1,-2589.25159
CCCO[P](=O)(OCCC)Oc1ccc(SC)cc1,-3417.19774
CO[P](N)(=O)SC,-1484.89595
CCO[P](=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-4115.19007
CCO[P](=S)(Oc1ccc(cc1)C#N)c2ccccc2,-3161.73572
CCO[P](=S)(OCC)SCSC(C)(C)C,-2688.67011
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-2691.74972
CCO[P](=S)(OCC)O\N=C(C#N)\c1ccccc1,-3288.01214
[O-][N+](=O)c1ccc(Oc2ccc(cc2[N+]([O-])=O)C(F)(F)F)cc1,-4931.07649
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-2339.03757
CCc1cccc(CC)c1N(COC)C(=O)CCl,-3034.07201
CNC(=O)O\N=C(/C)SC,-1887.94645
CCO[P](=O)(Sc1ccccc1)Sc2ccccc2,-3043.62941
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,-3593.5383
CO[P](=S)(OC)Oc1cc(Cl)c(I)cc1Cl,-3088.61024
CC(C)Oc1cc(N2N=C(OC2=O)C(C)(C)C)c(Cl)cc1Cl,-3877.26143
COc1ccc(NC(=O)N(C)C)cc1Cl,-2633.66815
CSC1=NN=C(C(=O)N1N)C(C)(C)C,-2387.62658
CO[P](=S)(Oc1cc(Cl)c(Br)cc1Cl)c2ccccc2,-3432.66462
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-2664.82391
CCO[P](=O)(NC(C)C)Oc1ccc(SC)c(C)c1,-3321.51323
CNC(=O)O\N=C(SC)\C(=O)N(C)C,-2655.58028
CCO[P](=S)(OCC)Oc1cc(C)nc(n1)N(CC)CC,-3721.35814
CCO[P](=S)(OCC)Oc1ncn(n1)c2ccccc2,-3488.3353
CCCO[P](=S)(OCCC)SCC(=O)N1CCCCC1C,-3702.50038
CC(C)N1C(=O)c2ccccc2N[S]1(=O)=O,-2826.00558
CCO[P](=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-3889.47772
CC(C)O[P](=O)(OC(C)C)SCc1ccccc1,-3121.89508
Clc1c(Cl)c(Cl)c2C(=O)OCc2c1Cl,-2667.49701
CCN(CC)C(=O)SCc1ccc(Cl)cc1,-2615.87161
CCN(CC)c1nc(C)cc(O[P](=S)(OC)OC)n1,-3421.13978
CO[P](=O)(NC(C)=O)SC,-2053.61576
CC12CC1(C)C(=O)N(C2=O)c3cc(Cl)cc(Cl)c3,-3055.70726
CCNc1nc(NC(C)(C)C)nc(OC)n1,-2711.70377
CC(C)c1ccc(NC(=O)N(C)C)cc1,-2385.34346
Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,-4002.45718
CCO[P](=O)(OCC)SCN1N=Nc2ccccc2C1=O,-3783.76936
CCCS[P](=O)(OCC)Oc1ccc(Br)cc1Cl,-3284.16024
CCO[P](=S)(OCC)Oc1nn(C(C)C)c(Cl)n1,-3400.80201
COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+]([O-])=O,-4033.96624
CCOc1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,-5019.42119
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,-3350.38771
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,-3252.7168
COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,-3868.5574
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(Cl)cc3,-4705.63625
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-4562.50839
CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OCc2cccc(Oc3ccccc3)c2,-4267.72015
CC(C)(C)C(O)C(Oc1ccc(cc1)c2ccccc2)n3cncn3,-3914.99876
CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n2cncn2,-3377.70202
COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C,-3493.70242
CSC(/C)=N/OC(=O)N(C)SN(C)C(=O)O\N=C(/C)SC,-3925.94066
CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12,-4588.69799
CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n2ccnc2,-4008.0033
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(OC(F)F)cc3,-5801.76129
Nc1c(Cl)c(Oc2ccccc2)ccc1[N+]([O-])=O,-3117.33832
COC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(C)cc(C)n2,-4457.1902
COC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(C)nc(OC)n2,-4801.84422
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n2cncn2,-3486.45966
COC(=O)c1ccccc1C[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2,-5197.30207
Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F,-5160.04307
CCOC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(Cl)cc(OC)n2,-5005.35266
c1ccc(cc1)c2ccccc2,-1608.38371
Brc1ccc(cc1)c2ccccc2,-1817.34808
Cc1ccc(cc1)c2ccccc2,-1758.54248
Clc1cccc(c1)c2cccc(Cl)c2,-2115.50786
Clc1ccc(cc1)c2ccc(Cl)cc2,-2115.5206
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-4143.01445
Clc1ccccc1c2ccccc2,-1861.99067
Clc1cccc(c1)c2ccccc2,-1861.95218
Clc1ccc(cc1)c2ccccc2,-1861.95703
Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl,-3636.34679
Clc1ccc(c(Cl)c1)c2ccc(Cl)cc2Cl,-2622.62842
Clc1ccc(cc1Cl)c2ccccc2,-2115.40986
Clc1ccc(cc1)c2ccc(Cl)cc2Cl,-2369.07219
Clc1ccccc1c2ccccc2Cl,-2115.59947
Clc1cc(Cl)c(cc1Cl)c2ccccc2,-2368.93649
Clc1cccc(Cl)c1c2c(Cl)cccc2Cl,-2622.74118
Clc1cccc(c2ccccc2)c1Cl,-2115.44971
Clc1ccc(cc1)c2cc(Cl)ccc2Cl,-2369.07215
Clc1c(Cl)c(Cl)c(c2ccccc2)c(Cl)c1Cl,-2875.72504
Clc1cccc(c1)c2ccccc2Cl,-2115.55044
Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)cc2Cl,-2875.92532
Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2,-2622.51361
Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,-2622.50974
Clc1ccc(cc1Cl)c2ccc(Cl)c(Cl)c2,-2622.4095
Clc1ccc(cc1)c2cc(Cl)c(Cl)cc2Cl,-2622.48914
Clc1ccc(cc1)c2ccc(Cl)c(Cl)c2Cl,-2622.44064
Clc1cccc(Cl)c1c2ccccc2,-2115.55515
Clc1ccc(c(Cl)c1)c2ccccc2,-2115.51327
Clc1cc(c2ccccc2)c(Cl)c(Cl)c1Cl,-2622.29077
Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl,-3129.68451
Clc1ccc(Cl)c(c1)c2ccccc2,-2115.51441
Clc1ccc(cc1)c2ccccc2Cl,-2115.55665
Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl,-3129.44478
Clc1ccc(c(Cl)c1Cl)c2cc(Cl)c(Cl)cc2Cl,-3129.40978
Clc1cc(Cl)c(c(Cl)c1)c2ccccc2,-2369.03678
Clc1ccc(Cl)c(c1)c2cc(Cl)ccc2Cl,-2622.63097
Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-3129.38656
Brc1ccc(c(Br)c1Br)c2ccc(Br)c(Br)c2Br,-2861.75316
Clc1ccc(Cl)c(c1)c2ccccc2Cl,-2369.11226
Clc1ccc(c(Cl)c1)c2ccccc2Cl,-2369.11728
Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)cc2Cl,-2876.04542
Clc1ccc(Cl)c(c1)c2c(Cl)ccc(Cl)c2Cl,-2876.09518
Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)cc2Cl,-2876.04879
Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2Cl,-2875.99595
Clc1ccc(cc1Cl)c2c(Cl)ccc(Cl)c2Cl,-2875.97205
Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl,-3129.3601
Clc1ccc(Cl)c(c1Cl)c2c(Cl)ccc(Cl)c2Cl,-3129.57225
Clc1ccccc1c2c(Cl)cccc2Cl,-2369.16978
Clc1ccc(cc1)c2c(Cl)cccc2Cl,-2369.11463
Clc1cccc(c1Cl)c2ccccc2Cl,-2369.05249
Clc1cccc(c1)c2cc(Cl)ccc2Cl,-2369.06178
Clc1ccc(cc1)c2cccc(Cl)c2Cl,-2369.00988
Clc1ccc(cc1Cl)c2ccccc2Cl,-2369.0003
Clc1ccc(cc1)c2ccc(Cl)c(Cl)c2,-2368.96759
Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,-2622.50034
Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl,-2622.56976
Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl,-2622.63515
Clc1cccc(c1Cl)c2cc(Cl)c(Cl)cc2Cl,-2875.97393
Clc1ccc(c(Cl)c1Cl)c2ccccc2Cl,-2622.48252
Clc1cccc(c1Cl)c2c(Cl)ccc(Cl)c2Cl,-2876.0353
Clc1ccc(Cl)c(c1)c2cc(Cl)cc(Cl)c2Cl,-2876.02931
Clc1cc(Cl)c(Cl)c(c1)c2c(Cl)ccc(Cl)c2Cl,-3129.50198
Clc1cccc(c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-3129.33069
c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,-2618.16354
c1ccc2c(c1)ccc3cc4c(ccc5ccccc45)cc23,-2890.66856
Cc1ccc2cc3c(ccc4ccccc34)c5CCc1c25,-2795.2793
c1ccc2cc3c(ccc4ccccc34)cc2c1,-2372.30502
Cc1c2ccccc2c(C)c3c4ccccc4ccc13,-2672.15271
c1cnc2c(c1)ccc3cccnc23,-1953.34097
C1Cc2cccc3cccc1c23,-1608.68558
c1ccc2c(c1)ccc3ccccc23,-1854.14466
C1c2ccccc2c3ccccc13,-1731.3194
[nH]1c2ccccc2c3ccccc13,-1781.16631
c1ccc2cc3cc4ccccc4cc3cc2c1,-2372.09755
c1ccc2cc3ccccc3cc2c1,-1853.92809
c1cc2ccc3cccc4ccc(c1)c2c34,-2099.94909
s1c2ccccc2c3ccccc13,-1758.52743
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-2864.15961
c1cc2cccc3c4cccc5cccc(c(c1)c23)c45,-2618.09104
c1ccc2c(c1)c3cccc4cccc2c34,-2099.2445
c1cc2cccc3C=Cc(c1)c23,-1580.57486
c1ccc2cc3c4ccccc4c5ccccc5c3cc2c1,-2890.61705
c1ccc2c(c1)c3ccccc3c4ccccc24,-2372.42411
c1ccc2c(c1)ccc3c4ccccc4ccc23,-2372.39823
c1ccc2c(c1)ccc3cc4ccc5ccccc5c4cc23,-2890.66525
c1cnc2c(c1)ccc3ncccc23,-1953.61988
C1c2ccccc2c3ccc4ccccc4c13,-2249.52783
C1c2ccccc2c3cc4ccccc4cc13,-2249.59984
c1ccc2nc3ccccc3cc2c1,-1903.57503
Nc1cccc2nc3ccccc3cc12,-2103.49146
[O-][N+](=O)c1c2ccccc2cc3ccccc13,-2614.16425
[O-][N+](=O)c1ccc2c(Cc3ccccc23)c1,-2491.79173
Cc1ccc2cc3ccccc3cc2c1,-2004.0918
Nc1ccc2cc3ccccc3cc2c1,-2053.89562
Cc1c2ccccc2cc3ccccc13,-2003.95891
Cc1c2ccccc2c(C)c3ccccc13,-2153.96401
Cc1cccc2c1ccc3ccccc23,-2004.2498
Cc1cccc2c1Cc3ccccc23,-1881.45241
Cc1ccc2c(ccc3ccccc23)c1,-2004.30087
Nc1cc2c3ccccc3ccc2c4ccccc14,-2572.2733
CCc1ccc2cc3ccccc3cc2c1,-2154.02626
c1ccccc1,-817.56194
Cc1c(C)c(C)c(C)c(C)c1C,-1718.03009
Cc1ccccc1C,-1117.81759
Cc1ccc(C)c(C)c1,-1267.96845
Cc1cc(C)c(C)cc1C,-1418.09291
CC(C)(C)c1ccccc1,-1417.54065
CC(C)c1ccccc1,-1267.61906
CC(=C)c1ccccc1,-1239.9388
CC(C)c1ccc(C)cc1,-1417.76583
CCc1ccccc1,-1117.66135
C=Cc1ccccc1,-1089.76832
C(c1ccccc1)c2ccccc2,-1758.34474
C(Cc1ccccc1)c2ccccc2,-1908.35054
c1ccc(cc1)\C=C\c2ccccc2,-1880.61127
CCCc1ccccc1,-1267.6281
CCCCc1ccccc1,-1417.59194
CCc1ccc(CC)cc1,-1417.7486
Cc1ccc(C)cc1,-1117.8704
Cc1cccc(C)c1,-1117.8832
Cc1cc(C)cc(C)c1,-1268.04436
Cc1ccccc1,-967.72241
CCc1ccccc1CC,-1417.70073
CCC(C)c1ccccc1,-1417.55496
CCc1cccc(CC)c1,-1417.75728
Cc1cccc(C)c1C,-1267.92745
C#Cc1ccccc1,-1061.81354
CCCCCc1ccccc1,-1567.51405
